Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
HKCC Wednesday Night Rockers,Latecomers,Hong Kong Cricket Club (HKCC),1,05/10/2016,5-0,"['3-2', '3-0', '3-0', '3-0', '3-0']",5,0,15,2
Mad Hatters,United Services Recreation Club 6,Harbour Road (HRSC),1,05/10/2016,2-3,"['1-3', '3-2', '1-3', '1-3', '3-0']",2,3,9,11
Craigergower Cricket Club,CSD,Craigergower Cricket Club (CCC),1,05/10/2016,4-1,"['3-0', '3-2', '3-1', '3-0', '0-3']",4,1,12,6
HKCC Wednesday Night Rockers,United Services Recreation Club 6,Hong Kong Cricket Club (HKCC),2,12/10/2016,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Latecomers,Craigergower Cricket Club,HK Squash Centre (HKSC),2,12/10/2016,1-4,"['0-3', '0-3', '2-3', '0-3', '3-0']",1,4,5,12
Mad Hatters,CSD,Harbour Road (HRSC),2,12/10/2016,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
HKCC Wednesday Night Rockers,Craigergower Cricket Club,Hong Kong Cricket Club (HKCC),3,26/10/2016,2-3,"['2-3', '1-3', '3-0', '3-0', '1-3']",2,3,10,9
United Services Recreation Club 6,CSD,United Services Recreation Club (USRC),3,26/10/2016,4-1,"['3-1', '3-0', '3-0', '3-0', '0-3']",4,1,12,4
Mad Hatters,Latecomers,Harbour Road (HRSC),3,26/10/2016,4-1,"['0-3', '3-2', '3-0', '3-0', '3-0']",4,1,12,5
Craigergower Cricket Club,Mad Hatters,Craigergower Cricket Club (CCC),4,02/11/2016,2-3,"['3-0', '3-2', '0-3', '1-3', '0-3']",2,3,7,11
CSD,HKCC Wednesday Night Rockers,Kwun Chung (KCSC),4,02/11/2016,1-4,"['3-0', '1-3', '0-3', '0-3', '0-3']",1,4,4,12
CSD,Craigergower Cricket Club,Kwun Chung (KCSC),5,09/11/2016,2-3,"['1-3', '2-3', '1-3', '3-0', '3-0']",2,3,10,9
