Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
OSF,Royal Hong Kong Yacht Club M3,Masters - HK Squash Centre,4,23/10/2025,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15,home,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Hong Kong Cricket Club M3,Hong Kong Football Club M3A,Hong Kong Cricket Club,4,23/10/2025,0-5,"['0-3', '0-3', '1-3', '1-3', '0-3']",0,5,2,15,home,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
OSF,Hong Kong Cricket Club M3,Masters - HK Squash Centre,5,30/10/2025,0-5,"['0-3', '0-3', '0-3', '0-3', 'CR']",0,5,0,15,home,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,
Kowloon Cricket Club M3,Royal Hong Kong Yacht Club M3,Kowloon Cricket Club,5,30/10/2025,4-1,"['3-1', '3-1', '3-0', '3-0', '0-3']",4,1,12,5,home,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Royal Hong Kong Yacht Club M3
Hong Kong Football Club M3B,Titlows Squash Master,Hong Kong Football Club,5,30/10/2025,4-1,"['3-2', '3-0', '0-3', '3-0', '3-0']",4,1,12,5,home,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Titlows Squash Master,Hong Kong Football Club M3B,Hong Kong Football Club M3B
Hong Kong Football Club M3B,Royal Hong Kong Yacht Club M3,Hong Kong Football Club,6,06/11/2025,1-4,"['0-3', '3-1', '0-3', '2-3', '0-3']",1,4,5,13,home,Royal Hong Kong Yacht Club M3,Hong Kong Football Club M3B,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Hong Kong Cricket Club M3,Kowloon Cricket Club M3,Hong Kong Cricket Club,6,06/11/2025,4-1,"['3-2', '0-3', '3-0', '3-2', '3-0']",4,1,12,7,home,Hong Kong Cricket Club M3,Kowloon Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3
Hong Kong Football Club M3A,OSF,Hong Kong Football Club,6,06/11/2025,5-0,"['3-1', '3-1', '3-0', '3-0', '3-0']",5,0,15,2,home,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
Kowloon Cricket Club M3,Hong Kong Football Club M3A,Kowloon Cricket Club,7,13/11/2025,3-2,"['3-1', '2-3', '3-2', '0-3', '3-0']",3,2,11,9,home,Kowloon Cricket Club M3,Hong Kong Football Club M3A,Kowloon Cricket Club M3,Hong Kong Football Club M3A,Kowloon Cricket Club M3
Hong Kong Football Club M3B,Hong Kong Cricket Club M3,Hong Kong Football Club,7,13/11/2025,3-2,"['3-0', '3-1', '0-3', '0-3', '3-0']",3,2,9,7,home,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Football Club M3B
Titlows Squash Master,Royal Hong Kong Yacht Club M3,Masters - Harbour Road Sports Centre,7,13/11/2025,0-5,"['0-3', '0-3', '1-3', '2-3', '0-3']",0,5,3,15,neutral,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Titlows Squash Master,Hong Kong Cricket Club M3,Masters - HK Squash Centre,8,20/11/2025,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15,home,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3
Kowloon Cricket Club M3,OSF,Kowloon Cricket Club,8,20/11/2025,5-0,"['3-0', '3-1', '3-0', '3-0', '3-0']",5,0,15,1,home,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3
Hong Kong Football Club M3B,Hong Kong Football Club M3A,Hong Kong Football Club,8,20/11/2025,3-2,"['3-2', '3-2', '0-3', '2-3', '3-1']",3,2,11,11,shared_home,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3B
OSF,Hong Kong Football Club M3B,Masters - HK Squash Centre,9,27/11/2025,1-4,"['3-0', '1-3', '0-3', '0-3', 'CR']",1,4,4,12,home,OSF,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B,
Titlows Squash Master,Hong Kong Football Club M3A,Masters - HK Squash Centre,9,27/11/2025,0-5,"['1-3', '0-3', '2-3', '0-3', '0-3']",0,5,3,15,home,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
Hong Kong Cricket Club M3,Royal Hong Kong Yacht Club M3,Hong Kong Cricket Club,9,27/11/2025,3-2,"['1-3', '3-0', '3-2', '2-3', '3-0']",3,2,12,8,home,Royal Hong Kong Yacht Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Royal Hong Kong Yacht Club M3,Hong Kong Cricket Club M3
Royal Hong Kong Yacht Club M3,Hong Kong Football Club M3A,Royal Hong Kong Yacht Club,10,11/12/2025,0-5,"['0-3', '1-3', '1-3', '0-3', '1-3']",0,5,3,15,home,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
OSF,Titlows Squash Master,Masters - HK Squash Centre,10,11/12/2025,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3,shared_home,Titlows Squash Master,OSF,OSF,OSF,OSF
Hong Kong Football Club M3B,Kowloon Cricket Club M3,Hong Kong Football Club,10,11/12/2025,2-3,"['1-3', '3-0', '0-3', '0-3', '3-0']",2,3,7,9,home,Kowloon Cricket Club M3,Hong Kong Football Club M3B,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Hong Kong Football Club M3B
Kowloon Cricket Club M3,Titlows Squash Master,Kowloon Cricket Club,11,18/12/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,home,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3
OSF,Royal Hong Kong Yacht Club M3,Masters - Cornwall Street Squash Centre,11,18/12/2025,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15,neutral,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Football Club,11,18/12/2025,3-2,"['3-1', '0-3', '2-3', 'CR', 'CR']",3,2,11,7,home,Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,,
Hong Kong Cricket Club M3,OSF,Hong Kong Cricket Club,12,08/01/2026,4-1,"['0-3', '3-0', '3-0', '3-0', 'CR']",4,1,12,3,home,OSF,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,
Royal Hong Kong Yacht Club M3,Kowloon Cricket Club M3,Royal Hong Kong Yacht Club,12,08/01/2026,1-4,"['1-3', '1-3', '0-3', '3-1', '0-3']",1,4,5,13,home,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Royal Hong Kong Yacht Club M3,Kowloon Cricket Club M3
Titlows Squash Master,Hong Kong Football Club M3B,Masters - HK Squash Centre,12,08/01/2026,1-4,"['1-3', '2-3', '2-3', '3-1', '2-3']",1,4,10,13,home,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Titlows Squash Master,Hong Kong Football Club M3B
Royal Hong Kong Yacht Club M3,Hong Kong Football Club M3B,Royal Hong Kong Yacht Club,13,15/01/2026,3-2,"['3-0', '3-1', '3-2', '0-3', '1-3']",3,2,10,9,home,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Hong Kong Football Club M3B,Hong Kong Football Club M3B
Kowloon Cricket Club M3,Hong Kong Cricket Club M3,Kowloon Cricket Club,13,15/01/2026,4-1,"['3-0', '3-0', '3-1', '3-2', '1-3']",4,1,13,6,home,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Hong Kong Cricket Club M3
OSF,Hong Kong Football Club M3A,Masters - HK Squash Centre,13,15/01/2026,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15,home,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
