Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
NEXUS 1,Kowloon Cricket Club 3B,Cornwall Street Squash Centre,6,12/11/2024,1-4,"['3-0', '0-3', '1-3', '0-3', '0-3']",1,4,4,12,NEXUS 1,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B
Sha Tin 1,Young Player 3,Cornwall Street Squash Centre,6,12/11/2024,0-5,"['1-3', '1-3', '0-3', '0-3', '1-3']",0,5,3,15,Young Player 3,Young Player 3,Young Player 3,Young Player 3,Young Player 3
Happy Squash 1,TNGX,Cornwall Street Squash Centre,6,12/11/2024,3-2,"['3-0', '3-0', '1-3', '0-3', '3-0']",3,2,10,6,Happy Squash 1,Happy Squash 1,TNGX,TNGX,Happy Squash 1
Kowloon Cricket Club 3A,Hong Kong Football Club 3A,Kowloon Cricket Club,6,12/11/2024,2-3,"['2-3', '2-3', '3-1', '1-3', '3-0']",2,3,11,10,Hong Kong Football Club 3A,Hong Kong Football Club 3A,Kowloon Cricket Club 3A,Hong Kong Football Club 3A,Kowloon Cricket Club 3A
TNGX,Hong Kong Football Club 3A,Cornwall Street Squash Centre,7,19/11/2024,1-4,"['3-0', '2-3', '0-3', '2-3', '0-3']",1,4,7,12,TNGX,Hong Kong Football Club 3A,Hong Kong Football Club 3A,Hong Kong Football Club 3A,Hong Kong Football Club 3A
Young Player 3,Happy Squash 1,HK Squash Centre,7,19/11/2024,2-3,"['0-3', '1-3', '3-1', '3-0', '1-3']",2,3,8,10,Happy Squash 1,Happy Squash 1,Young Player 3,Young Player 3,Happy Squash 1
Sha Tin 1,Kowloon Cricket Club 3B,Cornwall Street Squash Centre,7,19/11/2024,1-4,"['3-0', '0-3', '1-3', '0-3', '0-3']",1,4,4,12,Sha Tin 1,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B
Hong Kong Football Club 3B,NEXUS 1,Hong Kong Football Club,7,19/11/2024,1-4,"['1-3', '1-3', '3-1', '0-3', '0-3']",1,4,5,13,NEXUS 1,NEXUS 1,Hong Kong Football Club 3B,NEXUS 1,NEXUS 1
Sha Tin 1,Hong Kong Football Club 3B,Cornwall Street Squash Centre,8,26/11/2024,4-1,"['3-0', '1-3', '3-0', '3-0', '3-0']",4,1,13,3,Sha Tin 1,Hong Kong Football Club 3B,Sha Tin 1,Sha Tin 1,Sha Tin 1
Happy Squash 1,Kowloon Cricket Club 3B,Cornwall Street Squash Centre,8,26/11/2024,2-3,"['3-0', '0-3', '0-3', '0-3', '3-0']",2,3,6,9,Happy Squash 1,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B,Kowloon Cricket Club 3B,Happy Squash 1
Hong Kong Football Club 3A,Young Player 3,Hong Kong Football Club,8,26/11/2024,3-2,"['3-1', '3-0', '1-3', '3-2', '0-3']",3,2,10,9,Hong Kong Football Club 3A,Hong Kong Football Club 3A,Young Player 3,Hong Kong Football Club 3A,Young Player 3
Kowloon Cricket Club 3A,TNGX,Kowloon Cricket Club,8,26/11/2024,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,Kowloon Cricket Club 3A,Kowloon Cricket Club 3A,Kowloon Cricket Club 3A,Kowloon Cricket Club 3A,Kowloon Cricket Club 3A
NEXUS 1,Happy Squash 1,Cornwall Street Squash Centre,9,17/12/2024,1-4,"['3-1', '1-3', '1-3', 'CR', 'CR']",1,4,5,13,NEXUS 1,Happy Squash 1,Happy Squash 1,,
Young Player 3,TNGX,HK Squash Centre,9,17/12/2024,2-3,"['0-3', '3-1', '2-3', '3-0', 'CR']",2,3,8,10,TNGX,Young Player 3,TNGX,Young Player 3,
Hong Kong Football Club 3B,Hong Kong Football Club 3A,HK Squash Centre,9,17/12/2024,1-4,"['0-3', '3-1', '2-3', 'CR', 'CR']",1,4,5,13,Hong Kong Football Club 3A,Hong Kong Football Club 3B,Hong Kong Football Club 3A,,
Kowloon Cricket Club 3B,Kowloon Cricket Club 3A,Kowloon Cricket Club,9,17/12/2024,1-4,"['3-1', '2-3', '2-3', '2-3', '2-3']",1,4,11,13,Kowloon Cricket Club 3B,Kowloon Cricket Club 3A,Kowloon Cricket Club 3A,Kowloon Cricket Club 3A,Kowloon Cricket Club 3A
