Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Relay 2,v,Yuen Long Jr 4,Sir Denys Roberts (SDRSC),17:00,"4-1(3-0,2-3,3-1,3-1,3-0)",1,08/10/2016
KWTDSC 4,v,Sprouts,Cornwall Street (CSPSC),17:00,"3-2(2-3,3-0,1-3,3-1,3-0)",1,08/10/2016
TPSG,v,GS 4,Cornwall Street (CSPSC),17:00,"4-1(3-1,3-1,3-0,0-3,3-0)",1,08/10/2016
i-MASK Advance Squash Club 14,v,[BYE],,,,1,08/10/2016
Sprouts,v,i-MASK Advance Squash Club 14,Kwun Chung (KCSC),17:00,"2-3(3-1,0-3,0-3,0-3,3-0)",2,15/10/2016
TPSG,v,Yuen Long Jr 4,Cornwall Street (CSPSC),17:00,"5-0(3-0,3-1,3-1,3-2,3-0)",2,15/10/2016
GS 4,v,KWTDSC 4,Cornwall Street (CSPSC),17:00,"1-4(0-3,0-3,3-2,2-3,1-3)",2,15/10/2016
Relay 2,v,[BYE],,,,2,15/10/2016
TPSG,v,Sprouts,Cornwall Street (CSPSC),17:00,"2-3(3-0,0-3,3-0,2-3,0-3)",3,22/10/2016
i-MASK Advance Squash Club 14,v,KWTDSC 4,Cornwall Street (CSPSC),17:00,"1-4(2-3,0-3,0-3,3-0,0-3)",3,22/10/2016
GS 4,v,Relay 2,Cornwall Street (CSPSC),17:00,"2-3(1-3,3-0,0-3,0-3,3-0)",3,22/10/2016
Yuen Long Jr 4,v,[BYE],,,,3,22/10/2016
GS 4,v,Yuen Long Jr 4,Cornwall Street (CSPSC),17:00,"2-3(3-0,3-1,0-3,0-3,1-3)",4,29/10/2016
Relay 2,v,Sprouts,Sir Denys Roberts (SDRSC),17:00,"1-4(0-3,0-3,3-2,0-3,WO)",4,29/10/2016
TPSG,v,i-MASK Advance Squash Club 14,Cornwall Street (CSPSC),17:00,"2-3(3-0,3-0,0-3,1-3,0-3)",4,29/10/2016
KWTDSC 4,v,[BYE],,,,4,29/10/2016
i-MASK Advance Squash Club 14,v,Relay 2,Cornwall Street (CSPSC),17:00,"2-3(0-3,3-1,3-1,0-3,0-3)",5,26/11/2016
Sprouts,v,Yuen Long Jr 4,Kwun Chung (KCSC),17:00,"3-2(3-0,1-3,1-3,3-0,3-0)",5,26/11/2016
KWTDSC 4,v,TPSG,Cornwall Street (CSPSC),17:00,"3-2(3-2,2-3,1-3,3-0,3-0)",5,26/11/2016
GS 4,v,[BYE],,,,5,26/11/2016
Yuen Long Jr 4,v,i-MASK Advance Squash Club 14,Kwun Chung (KCSC),17:00,"0-5(0-3,0-3,0-3,0-3,1-3)",6,03/12/2016
GS 4,v,Sprouts,Cornwall Street (CSPSC),17:00,"0-5(0-3,0-3,1-3,0-3,0-3)",6,03/12/2016
Relay 2,v,KWTDSC 4,Sir Denys Roberts (SDRSC),17:00,"1-4(3-2,0-3,1-3,0-3,0-3)",6,03/12/2016
TPSG,v,[BYE],,,,6,03/12/2016
i-MASK Advance Squash Club 14,v,GS 4,Cornwall Street (CSPSC),17:00,"2-3(3-1,1-3,0-3,3-1,2-3)",7,10/12/2016
TPSG,v,Relay 2,Cornwall Street (CSPSC),17:00,"2-3(1-3,3-1,3-0,1-3,0-3)",7,10/12/2016
