Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Kinetic 7,v,Relay 1,Yuen Long Jockey Club (YLJCSC),19:00,"0-5(0-3,1-3,0-3,0-3,0-3)",1,07/10/2016
Everlast 2,v,Striving,HK Squash Centre (HKSC),19:00,"2-3(3-0,3-2,WO,WO,0-3)",1,07/10/2016
KWTDSC 3,v,i-MASK Advance Squash Club 13,Cornwall Street (CSPSC),19:00,"1-4(1-3,0-3,0-3,3-0,1-3)",1,07/10/2016
GS 3,v,Yuen Long Jr 3,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-1,3-0)",1,07/10/2016
Fung King 4,v,[BYE],,,,1,07/10/2016
Relay 1,v,Yuen Long Jr 3,Yau Oi (YOSC),19:00,"3-2(3-1,3-2,3-0,2-3,0-3)",2,14/10/2016
Fung King 4,v,KWTDSC 3,Lai King (LKSC),19:00,"0-5(1-3,1-3,0-3,0-3,1-3)",2,14/10/2016
i-MASK Advance Squash Club 13,v,Everlast 2,Cornwall Street (CSPSC),19:00,"3-2(0-3,0-3,WO,WO,WO)",2,14/10/2016
Striving,v,GS 3,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,1-3,1-3,2-3)",2,14/10/2016
Kinetic 7,v,[BYE],,,,2,14/10/2016
Striving,v,Kinetic 7,Cornwall Street (CSPSC),19:00,"3-2(3-0,1-3,2-3,3-0,3-0)",3,28/10/2016
GS 3,v,Fung King 4,HK Squash Centre (HKSC),19:00,"4-1(3-0,3-0,3-0,3-0,0-3)",3,28/10/2016
KWTDSC 3,v,Everlast 2,Cornwall Street (CSPSC),19:00,"2-3(0-3,1-3,0-3,3-0,WO)",3,28/10/2016
Relay 1,v,i-MASK Advance Squash Club 13,Yau Oi (YOSC),19:00,"5-0(3-0,3-2,3-0,3-0,3-0)",3,28/10/2016
Yuen Long Jr 3,v,[BYE],,,,3,28/10/2016
Yuen Long Jr 3,v,Striving,Yuen Long Jockey Club (YLJCSC),19:00,"3-2(0-3,2-3,3-0,3-0,3-0)",4,04/11/2016
i-MASK Advance Squash Club 13,v,Kinetic 7,Cornwall Street (CSPSC),19:00,"4-1(3-0,0-3,3-0,3-0,3-0)",4,04/11/2016
Fung King 4,v,Relay 1,Tai Wo Hau (TWHSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",4,04/11/2016
GS 3,v,KWTDSC 3,HK Squash Centre (HKSC),19:00,"4-1(3-0,3-0,3-0,3-0,0-3)",4,04/11/2016
Everlast 2,v,[BYE],,,,4,04/11/2016
Everlast 2,v,GS 3,HK Squash Centre (HKSC),19:00,"2-3(1-3,0-3,1-3,3-0,3-1)",5,11/11/2016
Kinetic 7,v,Fung King 4,Yuen Long Jockey Club (YLJCSC),19:00,"1-4(0-3,0-3,1-3,3-0,0-3)",5,11/11/2016
i-MASK Advance Squash Club 13,v,Yuen Long Jr 3,Cornwall Street (CSPSC),19:00,"4-1(3-1,3-0,3-1,0-3,3-2)",5,11/11/2016
KWTDSC 3,v,Relay 1,Cornwall Street (CSPSC),19:00,"2-3(0-3,0-3,3-0,2-3,3-0)",5,11/11/2016
Striving,v,[BYE],,,,5,11/11/2016
Kinetic 7,v,KWTDSC 3,Yuen Long Jockey Club (YLJCSC),19:00,"2-3(3-2,0-3,3-0,0-3,1-3)",6,18/11/2016
Relay 1,v,Everlast 2,Yau Oi (YOSC),19:00,"3-2(1-3,2-3,3-0,WO,WO)",6,18/11/2016
Striving,v,i-MASK Advance Squash Club 13,Cornwall Street (CSPSC),19:00,"2-3(3-0,0-3,0-3,1-3,3-2)",6,18/11/2016
Fung King 4,v,Yuen Long Jr 3,Tai Wo Hau (TWHSC),19:00,"2-3(1-3,0-3,0-3,3-0,3-0)",6,18/11/2016
GS 3,v,[BYE],,,,6,18/11/2016
Everlast 2,v,Kinetic 7,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-0,3-0,0-3,0-3)",7,25/11/2016
