Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Winter Warriors,Star River 1,HK Squash Centre,6,19/11/2025,2-3,"['3-0', '1-3', '0-3', '3-1', '0-3']",2,3,7,10,home,Winter Warriors,Star River 1,Star River 1,Winter Warriors,Star River 1
Latecomers,SKCSC Div 12,HK Squash Centre,6,19/11/2025,1-4,"['3-0', '1-3', '2-3', 'CR', 'CR']",1,4,6,12,home,Latecomers,SKCSC Div 12,SKCSC Div 12,,
Hong Kong Football Club 12A,Global Squash 2,Hong Kong Football Club,6,19/11/2025,2-3,"['1-3', '0-3', '3-1', '3-1', '0-3']",2,3,7,11,home,Global Squash 2,Global Squash 2,Hong Kong Football Club 12A,Hong Kong Football Club 12A,Global Squash 2
SKCSC Div 12,Global Squash 2,Cornwall Street Squash Centre,7,26/11/2025,1-4,"['1-3', '1-3', '0-3', '1-3', '3-2']",1,4,6,14,home,Global Squash 2,Global Squash 2,Global Squash 2,Global Squash 2,SKCSC Div 12
Star River 1,Latecomers,Cornwall Street Squash Centre,7,26/11/2025,5-0,"['3-2', '3-0', '3-1', '3-0', 'CR']",5,0,15,3,home,Star River 1,Star River 1,Star River 1,Star River 1,
Sha Tin 5,Winter Warriors,Cornwall Street Squash Centre,7,26/11/2025,4-1,"['3-0', '3-2', '1-3', '3-1', 'WO']",4,1,13,6,home,Sha Tin 5,Sha Tin 5,Winter Warriors,Sha Tin 5,
Physical Chess 4,CSD Squash Team,Harbour Road Sports Centre,7,26/11/2025,5-0,"['3-0', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,home,Physical Chess 4,,,,
Royal Hong Kong Yacht Club Div 12,Hong Kong Football Club 12B,Royal Hong Kong Yacht Club,7,26/11/2025,5-0,"['3-0', '3-0', '3-0', '3-1', '3-1']",5,0,15,2,home,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12
CSD Squash Team,Hong Kong Football Club 12B,HK Squash Centre,8,10/12/2025,2-3,"['3-1', '3-2', '0-3', 'CR', 'CR']",2,3,6,12,home,CSD Squash Team,CSD Squash Team,Hong Kong Football Club 12B,,
Winter Warriors,Physical Chess 4,HK Squash Centre,8,10/12/2025,1-4,"['3-1', '1-3', '1-3', '0-3', '0-3']",1,4,5,13,home,Winter Warriors,Physical Chess 4,Physical Chess 4,Physical Chess 4,Physical Chess 4
Latecomers,Sha Tin 5,HK Squash Centre,8,10/12/2025,0-5,"['1-3', '0-3', '0-3', 'CR', 'CR']",0,5,1,15,home,Sha Tin 5,Sha Tin 5,Sha Tin 5,,
Global Squash 2,Star River 1,HK Squash Centre,8,10/12/2025,3-2,"['3-2', '1-3', '3-1', '0-3', '3-0']",3,2,10,9,neutral,Global Squash 2,Star River 1,Global Squash 2,Star River 1,Global Squash 2
Hong Kong Football Club 12A,SKCSC Div 12,Hong Kong Football Club,8,10/12/2025,3-2,"['2-3', '0-3', '3-0', '3-0', '3-0']",3,2,11,6,home,SKCSC Div 12,SKCSC Div 12,Hong Kong Football Club 12A,Hong Kong Football Club 12A,Hong Kong Football Club 12A
Star River 1,Hong Kong Football Club 12A,Cornwall Street Squash Centre,9,17/12/2025,3-2,"['3-1', '3-0', '3-0', '0-3', '0-3']",3,2,9,7,home,Star River 1,Star River 1,Star River 1,Hong Kong Football Club 12A,Hong Kong Football Club 12A
Sha Tin 5,Global Squash 2,Cornwall Street Squash Centre,9,17/12/2025,3-2,"['0-3', '3-0', '0-3', '3-2', '3-0']",3,2,9,8,home,Global Squash 2,Sha Tin 5,Global Squash 2,Sha Tin 5,Sha Tin 5
Physical Chess 4,Latecomers,HK Squash Centre,9,17/12/2025,4-1,"['0-3', '3-0', '3-0', 'CR', 'CR']",4,1,12,3,away,Latecomers,Physical Chess 4,Physical Chess 4,,
Hong Kong Football Club 12B,Winter Warriors,Hong Kong Football Club,9,17/12/2025,0-5,"['0-3', '1-3', '1-3', '0-3', '0-3']",0,5,2,15,home,Winter Warriors,Winter Warriors,Winter Warriors,Winter Warriors,Winter Warriors
Royal Hong Kong Yacht Club Div 12,CSD Squash Team,Royal Hong Kong Yacht Club,9,17/12/2025,5-0,"['3-0', '3-0', '3-0', '3-0', 'WO']",5,0,15,0,home,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,
Winter Warriors,Royal Hong Kong Yacht Club Div 12,HK Squash Centre,10,07/01/2026,3-2,"['3-1', '3-0', '0-3', '3-0', '1-3']",3,2,10,7,home,Winter Warriors,Winter Warriors,Royal Hong Kong Yacht Club Div 12,Winter Warriors,Royal Hong Kong Yacht Club Div 12
Latecomers,Hong Kong Football Club 12B,HK Squash Centre,10,07/01/2026,1-4,"['3-0', '1-3', '0-3', 'CR', 'CR']",1,4,4,12,home,Latecomers,Hong Kong Football Club 12B,Hong Kong Football Club 12B,,
Global Squash 2,Physical Chess 4,HK Squash Centre,10,07/01/2026,2-3,"['2-3', '0-3', '3-0', '1-3', '3-2']",2,3,9,11,neutral,Physical Chess 4,Physical Chess 4,Global Squash 2,Physical Chess 4,Global Squash 2
Sha Tin 5,Hong Kong Football Club 12A,Cornwall Street Squash Centre,10,07/01/2026,3-2,"['3-2', '2-3', '3-0', '2-3', 'CR']",3,2,13,8,home,Sha Tin 5,Hong Kong Football Club 12A,Sha Tin 5,Hong Kong Football Club 12A,
SKCSC Div 12,Star River 1,Cornwall Street Squash Centre,10,07/01/2026,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15,shared_home,Star River 1,Star River 1,Star River 1,Star River 1,Star River 1
Sha Tin 5,SKCSC Div 12,Cornwall Street Squash Centre,11,14/01/2026,3-2,"['3-2', '1-3', '0-3', '3-0', '3-0']",3,2,10,8,shared_home,Sha Tin 5,SKCSC Div 12,SKCSC Div 12,Sha Tin 5,Sha Tin 5
Physical Chess 4,Hong Kong Football Club 12A,Harbour Road Sports Centre,11,14/01/2026,5-0,"['3-0', '3-0', '3-0', '3-1', '3-2']",5,0,15,3,home,Physical Chess 4,Physical Chess 4,Physical Chess 4,Physical Chess 4,Physical Chess 4
Hong Kong Football Club 12B,Global Squash 2,Hong Kong Football Club,11,14/01/2026,1-4,"['2-3', '1-3', '1-3', '0-3', '3-0']",1,4,7,12,home,Global Squash 2,Global Squash 2,Global Squash 2,Global Squash 2,Hong Kong Football Club 12B
Royal Hong Kong Yacht Club Div 12,Latecomers,Royal Hong Kong Yacht Club,11,14/01/2026,4-1,"['2-3', '3-0', '3-0', '3-0', '3-0']",4,1,14,3,home,Latecomers,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12
CSD Squash Team,Winter Warriors,HK Squash Centre,11,14/01/2026,1-4,"['3-1', '0-3', '0-3', '0-3', 'CR']",1,4,3,13,shared_home,CSD Squash Team,Winter Warriors,Winter Warriors,Winter Warriors,
CSD Squash Team,Latecomers,HK Squash Centre,12,21/01/2026,3-2,"['3-1', '3-0', '3-0', 'CR', 'CR']",3,2,15,1,shared_home,CSD Squash Team,CSD Squash Team,CSD Squash Team,,
Royal Hong Kong Yacht Club Div 12,Global Squash 2,Royal Hong Kong Yacht Club,12,21/01/2026,5-0,"['3-2', '3-0', '3-0', '3-1', '3-0']",5,0,15,3,home,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club Div 12
Physical Chess 4,SKCSC Div 12,Harbour Road Sports Centre,12,21/01/2026,3-2,"['1-3', '3-1', '1-3', '3-1', '3-0']",3,2,11,8,home,SKCSC Div 12,Physical Chess 4,SKCSC Div 12,Physical Chess 4,Physical Chess 4
Hong Kong Football Club 12B,Hong Kong Football Club 12A,Hong Kong Football Club,12,21/01/2026,2-3,"['3-2', '0-3', '0-3', '0-3', '3-1']",2,3,6,12,shared_home,Hong Kong Football Club 12B,Hong Kong Football Club 12A,Hong Kong Football Club 12A,Hong Kong Football Club 12A,Hong Kong Football Club 12B
