Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Centre Squash,The Hong Kong Jockey Club Div 9,HK Squash Centre,7,26/11/2025,5-0,"['3-2', '3-2', '3-0', '3-0', '3-0']",5,0,15,4,home,Centre Squash,Centre Squash,Centre Squash,Centre Squash,Centre Squash
i-Mask Advance Squash Club 3,HKPF Squash Team,Cornwall Street Squash Centre,7,26/11/2025,3-2,"['3-0', '3-0', '3-0', '2-3', '0-3']",3,2,11,6,shared_home,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,HKPF Squash Team,HKPF Squash Team
Hong Kong Football Club 9,The Squash Club 2,HK Squash Centre,7,26/11/2025,0-5,"['1-3', '0-3', '0-3', '1-3', '1-3']",0,5,3,15,neutral,The Squash Club 2,The Squash Club 2,The Squash Club 2,The Squash Club 2,The Squash Club 2
Kinetic 3,BOSS,HK Squash Centre,7,26/11/2025,3-2,"['3-1', '3-0', '1-3', '3-1', '2-3']",3,2,12,8,home,Kinetic 3,Kinetic 3,BOSS,Kinetic 3,BOSS
Twister,BOSS,Cornwall Street Squash Centre,8,10/12/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-2']",5,0,15,2,shared_home,Twister,Twister,Twister,Twister,Twister
The Squash Club 2,Kinetic 3,Cornwall Street Squash Centre,8,10/12/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,home,The Squash Club 2,The Squash Club 2,The Squash Club 2,The Squash Club 2,The Squash Club 2
HKPF Squash Team,Hong Kong Football Club 9,Cornwall Street Squash Centre,8,10/12/2025,1-4,"['3-0', '1-3', '0-3', '0-3', '2-3']",1,4,6,12,home,HKPF Squash Team,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9
The Hong Kong Jockey Club Div 9,i-Mask Advance Squash Club 3,HKJC Sha Tin Club House,8,10/12/2025,2-3,"['3-0', '1-3', '0-3', '1-3', '3-0']",2,3,8,9,home,The Hong Kong Jockey Club Div 9,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,The Hong Kong Jockey Club Div 9
Kowloon Cricket Club 9,Centre Squash,Kowloon Cricket Club,8,10/12/2025,2-3,"['3-1', '0-3', '0-3', '0-3', '3-1']",2,3,6,11,home,Kowloon Cricket Club 9,Centre Squash,Centre Squash,Centre Squash,Kowloon Cricket Club 9
Centre Squash,Twister,HK Squash Centre,9,17/12/2025,1-4,"['3-2', '1-3', '0-3', '0-3', '0-3']",1,4,4,14,home,Centre Squash,Twister,Twister,Twister,Twister
i-Mask Advance Squash Club 3,Kowloon Cricket Club 9,Cornwall Street Squash Centre,9,17/12/2025,3-2,"['3-0', '0-3', '3-0', '3-0', '0-3']",3,2,9,6,home,i-Mask Advance Squash Club 3,Kowloon Cricket Club 9,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,Kowloon Cricket Club 9
Hong Kong Football Club 9,The Hong Kong Jockey Club Div 9,Hong Kong Football Club,9,17/12/2025,4-1,"['3-2', '3-0', '0-3', '3-0', '3-0']",4,1,12,5,home,Hong Kong Football Club 9,Hong Kong Football Club 9,The Hong Kong Jockey Club Div 9,Hong Kong Football Club 9,Hong Kong Football Club 9
Kinetic 3,HKPF Squash Team,HK Squash Centre,9,17/12/2025,4-1,"['0-3', '3-2', '3-0', '3-1', '3-0']",4,1,12,6,home,HKPF Squash Team,Kinetic 3,Kinetic 3,Kinetic 3,Kinetic 3
BOSS,The Squash Club 2,Cornwall Street Squash Centre,9,17/12/2025,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15,shared_home,The Squash Club 2,The Squash Club 2,The Squash Club 2,The Squash Club 2,The Squash Club 2
