Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Royal Hong Kong Yacht Club M3,Hong Kong Cricket Club M3,Royal Hong Kong Yacht Club,7,14/11/2024,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Kowloon Cricket Club M3,Old Squash Fellows,Kowloon Cricket Club,7,14/11/2024,2-3,"['1-3', '0-3', '3-0', '3-1', '0-3']",2,3,7,10,Old Squash Fellows,Old Squash Fellows,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Old Squash Fellows
Titlows Squash Team,Hong Kong Football Club M3A,Masters - HK Squash Centre,7,14/11/2024,0-5,"['0-3', '0-3', '0-3', '1-3', '0-3']",0,5,1,15,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
Hong Kong Football Club M3B,United Services Recreation Club M3,Hong Kong Football Club,7,14/11/2024,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12,Hong Kong Football Club M3B,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Hong Kong Cricket Club M3,United Services Recreation Club M3,Hong Kong Cricket Club,8,21/11/2024,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Titlows Squash Team,Old Squash Fellows,Masters - HK Squash Centre,8,21/11/2024,2-3,"['0-3', '2-3', '1-3', '3-0', '3-0']",2,3,9,9,Old Squash Fellows,Old Squash Fellows,Old Squash Fellows,Titlows Squash Team,Titlows Squash Team
Kowloon Cricket Club M3,Royal Hong Kong Yacht Club M3,Kowloon Cricket Club,8,21/11/2024,2-3,"['0-3', '1-3', '2-3', '3-1', '3-1']",2,3,9,11,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3
Hong Kong Football Club M3B,Hong Kong Football Club M3A,Hong Kong Football Club,8,21/11/2024,0-5,"['1-3', '1-3', '1-3', '1-3', '1-3']",0,5,5,15,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
Kowloon Cricket Club M3,Hong Kong Cricket Club M3,Kowloon Cricket Club,9,28/11/2024,4-1,"['3-0', '3-0', '3-0', '3-2', '0-3']",4,1,12,5,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Hong Kong Cricket Club M3
Royal Hong Kong Yacht Club M3,Titlows Squash Team,Royal Hong Kong Yacht Club,9,28/11/2024,5-0,"['3-0', '3-0', '3-1', '3-1', '3-0']",5,0,15,2,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Old Squash Fellows,Hong Kong Football Club M3B,Masters - HK Squash Centre,9,28/11/2024,3-2,"['3-1', '3-0', '1-3', '3-1', '0-3']",3,2,10,8,Old Squash Fellows,Old Squash Fellows,Hong Kong Football Club M3B,Old Squash Fellows,Hong Kong Football Club M3B
Hong Kong Football Club M3A,United Services Recreation Club M3,Hong Kong Football Club,9,28/11/2024,1-4,"['1-3', '1-3', '3-1', '0-3', '2-3']",1,4,7,13,United Services Recreation Club M3,United Services Recreation Club M3,Hong Kong Football Club M3A,United Services Recreation Club M3,United Services Recreation Club M3
Titlows Squash Team,Hong Kong Cricket Club M3,Masters - HK Squash Centre,10,02/01/2025,2-3,"['3-0', '0-3', '3-0', '1-3', '1-3']",2,3,8,9,Titlows Squash Team,Hong Kong Cricket Club M3,Titlows Squash Team,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3
Kowloon Cricket Club M3,Hong Kong Football Club M3B,Kowloon Cricket Club,10,02/01/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B
Royal Hong Kong Yacht Club M3,United Services Recreation Club M3,Royal Hong Kong Yacht Club,10,02/01/2025,2-3,"['3-2', '3-2', '2-3', '1-3', '0-3']",2,3,9,13,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Hong Kong Football Club M3A,Old Squash Fellows,Hong Kong Football Club,10,02/01/2025,4-1,"['0-3', '3-2', '3-0', '3-1', 'CR']",4,1,12,6,Old Squash Fellows,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,
Hong Kong Cricket Club M3,Old Squash Fellows,Hong Kong Cricket Club,11,09/01/2025,2-3,"['0-3', '0-3', '3-0', '0-3', '3-0']",2,3,6,9,Old Squash Fellows,Old Squash Fellows,Hong Kong Cricket Club M3,Old Squash Fellows,Hong Kong Cricket Club M3
Hong Kong Football Club M3A,Royal Hong Kong Yacht Club M3,Hong Kong Football Club,11,09/01/2025,3-2,"['0-3', '0-3', '3-1', '3-1', '3-0']",3,2,9,8,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
United Services Recreation Club M3,Kowloon Cricket Club M3,United Services Recreation Club,11,09/01/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Titlows Squash Team,Hong Kong Football Club M3B,Masters - HK Squash Centre,11,09/01/2025,1-4,"['0-3', '0-3', '0-3', '3-1', '1-3']",1,4,4,13,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Titlows Squash Team,Hong Kong Football Club M3B
Hong Kong Football Club M3B,Hong Kong Cricket Club M3,Hong Kong Football Club,12,16/01/2025,3-2,"['3-0', '3-1', '3-0', '0-3', '0-3']",3,2,9,7,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3
Titlows Squash Team,United Services Recreation Club M3,Masters - HK Squash Centre,12,16/01/2025,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Kowloon Cricket Club M3,Hong Kong Football Club M3A,Kowloon Cricket Club,12,16/01/2025,0-5,"['0-3', '1-3', '0-3', '1-3', '0-3']",0,5,2,15,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
Royal Hong Kong Yacht Club M3,Old Squash Fellows,Royal Hong Kong Yacht Club,12,16/01/2025,4-1,"['1-3', '3-0', '3-1', '3-0', '3-1']",4,1,13,5,Old Squash Fellows,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Hong Kong Cricket Club M3,Royal Hong Kong Yacht Club M3,Hong Kong Cricket Club,13,23/01/2025,1-4,"['0-3', '1-3', '3-0', '1-3', '0-3']",1,4,5,12,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Hong Kong Cricket Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Old Squash Fellows,Kowloon Cricket Club M3,Masters - HK Squash Centre,13,23/01/2025,4-1,"['3-0', '3-1', '1-3', '3-1', 'CR']",4,1,13,5,Old Squash Fellows,Old Squash Fellows,Kowloon Cricket Club M3,Old Squash Fellows,
Hong Kong Football Club M3A,Titlows Squash Team,Hong Kong Football Club,13,23/01/2025,5-0,"['3-0', '3-0', '3-1', '3-2', '3-0']",5,0,15,3,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A
United Services Recreation Club M3,Hong Kong Football Club M3B,United Services Recreation Club,13,23/01/2025,5-0,"['3-1', '3-1', '3-2', '3-0', '3-1']",5,0,15,5,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
United Services Recreation Club M3,Hong Kong Cricket Club M3,United Services Recreation Club,14,13/02/2025,4-1,"['3-0', '3-0', '2-3', '3-0', '3-0']",4,1,14,3,United Services Recreation Club M3,United Services Recreation Club M3,Hong Kong Cricket Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Titlows Squash Team,Old Squash Fellows,Java Road Sports Centre,14,13/02/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15,Old Squash Fellows,Old Squash Fellows,Old Squash Fellows,Old Squash Fellows,Old Squash Fellows
Royal Hong Kong Yacht Club M3,Kowloon Cricket Club M3,Royal Hong Kong Yacht Club,14,13/02/2025,5-0,"['3-0', '3-0', '3-2', '3-0', '3-0']",5,0,15,2,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Hong Kong Football Club M3A,Hong Kong Football Club M3B,Hong Kong Football Club,14,13/02/2025,3-2,"['1-3', '3-0', '1-3', '3-0', '3-1']",3,2,11,7,Hong Kong Football Club M3B,Hong Kong Football Club M3A,Hong Kong Football Club M3B,Hong Kong Football Club M3A,Hong Kong Football Club M3A
Hong Kong Cricket Club M3,Kowloon Cricket Club M3,Hong Kong Cricket Club,15,20/02/2025,4-1,"['2-3', '3-0', '3-1', '3-2', '3-0']",4,1,14,6,Kowloon Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3
Titlows Squash Team,Royal Hong Kong Yacht Club M3,Masters - HK Squash Centre,15,20/02/2025,1-4,"['0-3', '0-3', '3-0', '0-3', '0-3']",1,4,3,12,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Titlows Squash Team,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Old Squash Fellows,Hong Kong Football Club M3B,Masters - HK Squash Centre,15,20/02/2025,1-4,"['1-3', '3-0', '2-3', '0-3', '0-3']",1,4,6,12,Hong Kong Football Club M3B,Old Squash Fellows,Hong Kong Football Club M3B,Hong Kong Football Club M3B,Hong Kong Football Club M3B
United Services Recreation Club M3,Hong Kong Football Club M3A,United Services Recreation Club,15,20/02/2025,5-0,"['3-0', '3-2', '3-0', '3-2', '3-0']",5,0,15,4,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Football Club,16,27/02/2025,4-1,"['3-0', '3-1', '1-3', '3-0', '3-0']",4,1,13,4,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Football Club M3A,Hong Kong Football Club M3A
Old Squash Fellows,United Services Recreation Club M3,Masters - HK Squash Centre,16,27/02/2025,1-4,"['3-1', '1-3', '2-3', '1-3', '0-3']",1,4,7,13,Old Squash Fellows,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3,United Services Recreation Club M3
Royal Hong Kong Yacht Club M3,Hong Kong Football Club M3B,Royal Hong Kong Yacht Club,16,27/02/2025,5-0,"['3-0', '3-1', '3-1', '3-2', '3-0']",5,0,15,4,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club M3
Kowloon Cricket Club M3,Titlows Squash Team,Kowloon Cricket Club,16,27/02/2025,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3,Kowloon Cricket Club M3
Hong Kong Cricket Club M3,Titlows Squash Team,Hong Kong Cricket Club,17,06/03/2025,3-2,"['0-3', '3-0', '0-3', '3-0', '3-1']",3,2,9,7,Titlows Squash Team,Hong Kong Cricket Club M3,Titlows Squash Team,Hong Kong Cricket Club M3,Hong Kong Cricket Club M3
Hong Kong Football Club M3B,Kowloon Cricket Club M3,Hong Kong Football Club,17,06/03/2025,2-3,"['3-0', '1-3', '3-0', '2-3', '1-3']",2,3,10,9,Hong Kong Football Club M3B,Kowloon Cricket Club M3,Hong Kong Football Club M3B,Kowloon Cricket Club M3,Kowloon Cricket Club M3
Old Squash Fellows,Hong Kong Football Club M3A,Masters - HK Squash Centre,17,06/03/2025,2-3,"['3-0', '1-3', '1-3', '0-3', '3-1']",2,3,8,10,Old Squash Fellows,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Hong Kong Football Club M3A,Old Squash Fellows
