Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Young Player L1B,v,Young Player L1A,HK Squash Centre (HKSC),19:00,"0-3(1-3,2-3,WO)",1,12/10/2017
Perrier Serigo Tacchini KCC L1B,v,Perrier Serigo Tacchini KCC L1A,HK Squash Centre (HKSC),19:00,"0-3(0-3,1-3,0-3)",1,12/10/2017
Hong Kong Football Club L1,v,[BYE],,,,1,12/10/2017
Perrier Serigo Tacchini KCC L1A,v,Hong Kong Football Club L1,HK Squash Centre (HKSC),19:00,"1-2(0-3,3-0,0-3)",2,19/10/2017
Young Player L1A,v,Perrier Serigo Tacchini KCC L1B,HK Squash Centre (HKSC),19:00,"2-1(3-1,0-3,3-0)",2,19/10/2017
Young Player L1B,v,[BYE],,,,2,19/10/2017
Perrier Serigo Tacchini KCC L1A,v,Young Player L1B,HK Squash Centre (HKSC),19:00,"1-2(0-3,3-0,0-3)",3,26/10/2017
Hong Kong Football Club L1,v,Perrier Serigo Tacchini KCC L1B,HK Squash Centre (HKSC),19:00,"3-0(3-0,3-0,3-0)",3,26/10/2017
Young Player L1A,v,[BYE],,,,3,26/10/2017
Young Player L1B,v,Hong Kong Football Club L1,HK Squash Centre (HKSC),19:00,"2-1(0-3,3-0,3-1)",4,02/11/2017
Young Player L1A,v,Perrier Serigo Tacchini KCC L1A,HK Squash Centre (HKSC),19:00,"0-3(1-3,0-3,0-3)",4,02/11/2017
Perrier Serigo Tacchini KCC L1B,v,[BYE],,,,4,02/11/2017
Hong Kong Football Club L1,v,Young Player L1A,HK Squash Centre (HKSC),19:00,"3-0(3-2,3-1,3-0)",5,09/11/2017
Perrier Serigo Tacchini KCC L1B,v,Young Player L1B,HK Squash Centre (HKSC),19:00,"0-3(0-3,0-3,WO)",5,09/11/2017
Perrier Serigo Tacchini KCC L1A,v,[BYE],,,,5,09/11/2017
Perrier Serigo Tacchini KCC L1A,v,Perrier Serigo Tacchini KCC L1B,HK Squash Centre (HKSC),19:00,"2-1(3-0,3-0,0-3)",6,23/11/2017
Young Player L1A,v,Young Player L1B,HK Squash Centre (HKSC),19:00,"2-1(3-0,0-3,3-0)",6,23/11/2017
Hong Kong Football Club L1,v,[BYE],,,,6,23/11/2017
Perrier Serigo Tacchini KCC L1B,v,Young Player L1A,HK Squash Centre (HKSC),19:00,"0-3(0-3,WO,WO)",7,30/11/2017
Hong Kong Football Club L1,v,Perrier Serigo Tacchini KCC L1A,HK Squash Centre (HKSC),19:00,"3-0(3-0,3-1,3-1)",7,30/11/2017
Young Player L1B,v,[BYE],,,,7,30/11/2017
Young Player L1B,v,Perrier Serigo Tacchini KCC L1A,HK Squash Centre (HKSC),19:00,"0-3(0-3,WO,WO)",8,07/12/2017
Perrier Serigo Tacchini KCC L1B,v,Hong Kong Football Club L1,HK Squash Centre (HKSC),19:00,"1-2(0-3,0-3,3-0)",8,07/12/2017
Young Player L1A,v,[BYE],,,,8,07/12/2017
Perrier Serigo Tacchini KCC L1A,v,Young Player L1A,HK Squash Centre (HKSC),19:00,"1-2(1-3,3-0,WO)",9,14/12/2017
Hong Kong Football Club L1,v,Young Player L1B,HK Squash Centre (HKSC),19:00,"2-1(0-3,3-1,3-2)",9,14/12/2017
Perrier Serigo Tacchini KCC L1B,v,[BYE],,,,9,14/12/2017
Young Player L1B,v,Perrier Serigo Tacchini KCC L1B,HK Squash Centre (HKSC),19:00,"1-2(1-3,0-3,3-1)",10,04/01/2018
Young Player L1A,v,Hong Kong Football Club L1,HK Squash Centre (HKSC),19:00,"2-1(3-2,0-3,3-0)",10,04/01/2018
Perrier Serigo Tacchini KCC L1A,v,[BYE],,,,10,04/01/2018
Young Player L1B,v,Young Player L1A,HK Squash Centre (HKSC),19:00,"2-1(0-3,3-0,3-0)",11,11/01/2018
