Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Spirit 3,v,GS 2,HK Squash Centre (HKSC),19:00,"2-3(0-3,0-3,3-2,3-0,0-3)",1,13/10/2017
Kinetic 4,v,DR. SQUASH 1,Tsing Yi (TYSC),19:00,"0-5(0-3,1-3,0-3,1-3,1-3)",1,13/10/2017
SKCSC,v,The Zero Squash Club 3,Cornwall Street (CSPSC),19:00,"2-3(0-3,3-2,3-1,2-3,0-3)",1,13/10/2017
i-MASK Advance Squash Club 8,v,Friend Club 6,Cornwall Street (CSPSC),19:00,"4-1(1-3,3-0,3-0,3-0,WO)",1,13/10/2017
Hong Kong Cricket Club Junior 1,v,[BYE],,,,1,13/10/2017
GS 2,v,DR. SQUASH 1,HK Squash Centre (HKSC),19:00,"2-3(3-0,3-0,1-3,0-3,0-3)",2,20/10/2017
SKCSC,v,i-MASK Advance Squash Club 8,Cornwall Street (CSPSC),19:00,"2-3(2-3,1-3,0-3,3-0,3-0)",2,20/10/2017
Friend Club 6,v,Spirit 3,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,CR,CR,CR)",2,20/10/2017
Hong Kong Cricket Club Junior 1,v,The Zero Squash Club 3,Hong Kong Cricket Club (HKCC),19:00,"0-5(1-3,1-3,2-3,0-3,0-3)",2,20/10/2017
Kinetic 4,v,[BYE],,,,2,20/10/2017
DR. SQUASH 1,v,Friend Club 6,HK Squash Centre (HKSC),19:00,"3-2(2-3,0-3,3-1,3-1,WO)",3,27/10/2017
Spirit 3,v,SKCSC,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",3,27/10/2017
i-MASK Advance Squash Club 8,v,Hong Kong Cricket Club Junior 1,Cornwall Street (CSPSC),19:00,"4-1(1-3,3-0,3-0,3-1,3-0)",3,27/10/2017
Kinetic 4,v,GS 2,Tsing Yi (TYSC),19:00,"2-3(1-3,1-3,3-0,3-0,0-3)",3,27/10/2017
The Zero Squash Club 3,v,[BYE],,,,3,27/10/2017
