Home Team,Away Team,Venue,Match Week,Date
Kinetic 4,Fusion Squash Club 2,Pei Ho Street Sports Centre,10,2025-01-10
Energy Squash Club 2,Energy Squash Club 1,HK Squash Centre,11,2025-01-17
Sha Tin 6,HKIS Div 13,Cornwall Street Squash Centre,11,2025-01-17
Kinetic 4,SocGen Squash,Pei Ho Street Sports Centre,11,2025-01-17
i-Mask Advance Squash Club 5,Fusion Squash Club 2,Cornwall Street Squash Centre,11,2025-01-17
Happy Squash 4,X-Alpha 5,Yeung Uk Road Sports Centre,11,2025-01-17
Yuen Long District Sports Association Limited,Electrify Squash Div 13,Tai Kiu Market Squash Courts,11,2025-01-17
X-Alpha 5,Electrify Squash Div 13,Cornwall Street Squash Centre,12,2025-01-24
Happy Squash 4,Energy Squash Club 1,Yeung Uk Road Sports Centre,12,2025-01-24
Fusion Squash Club 2,Energy Squash Club 2,Harbour Road Sports Centre,12,2025-01-24
i-Mask Advance Squash Club 5,SocGen Squash,Cornwall Street Squash Centre,12,2025-01-24
Sha Tin 6,Kinetic 4,Cornwall Street Squash Centre,12,2025-01-24
HKIS Div 13,Yuen Long District Sports Association Limited,Harbour Road Sports Centre,12,2025-01-24
Kinetic 4,HKIS Div 13,HK Squash Centre,13,2025-02-07
i-Mask Advance Squash Club 5,Sha Tin 6,HK Squash Centre,13,2025-02-07
Energy Squash Club 2,SocGen Squash,HK Squash Centre,13,2025-02-07
Happy Squash 4,Fusion Squash Club 2,Yeung Uk Road Sports Centre,13,2025-02-07
Energy Squash Club 1,Electrify Squash Div 13,Pei Ho Street Sports Centre,13,2025-02-07
Yuen Long District Sports Association Limited,X-Alpha 5,Tai Kiu Market Squash Courts,13,2025-02-07
X-Alpha 5,Energy Squash Club 1,Cornwall Street Squash Centre,14,2025-02-14
Fusion Squash Club 2,Electrify Squash Div 13,Harbour Road Sports Centre,14,2025-02-14
Happy Squash 4,SocGen Squash,Wai Tsuen Sports Centre,14,2025-02-14
Energy Squash Club 2,Sha Tin 6,Smithfield Sports Centre,14,2025-02-14
HKIS Div 13,i-Mask Advance Squash Club 5,Harbour Road Sports Centre,14,2025-02-14
Yuen Long District Sports Association Limited,Kinetic 4,Tai Kiu Market Squash Courts,14,2025-02-14
Kinetic 4,i-Mask Advance Squash Club 5,Pei Ho Street Sports Centre,15,2025-02-21
Energy Squash Club 2,HKIS Div 13,HK Squash Centre,15,2025-02-21
Happy Squash 4,Sha Tin 6,Yeung Uk Road Sports Centre,15,2025-02-21
Electrify Squash Div 13,SocGen Squash,HK Squash Centre,15,2025-02-21
X-Alpha 5,Fusion Squash Club 2,Cornwall Street Squash Centre,15,2025-02-21
