Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Star River 1,Kinetic 3,Cornwall Street Squash Centre,7,19/11/2024,2-3,"['1-3', '3-0', '3-0', '0-3', '2-3']",2,3,9,9,Kinetic 3,Star River 1,Star River 1,Kinetic 3,Kinetic 3
Tuen Mun Squash Club,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,7,19/11/2024,4-1,"['3-0', '3-0', '3-1', '0-3', '3-0']",4,1,12,4,Tuen Mun Squash Club,Tuen Mun Squash Club,Tuen Mun Squash Club,i-Mask Advance Squash Club 4,Tuen Mun Squash Club
BOSS,7NT,Cornwall Street Squash Centre,7,19/11/2024,3-2,"['1-3', '3-0', '3-0', '0-3', '3-0']",3,2,10,6,7NT,BOSS,BOSS,7NT,BOSS
HKCC Tuesday Night Rockers,Invader Squash,Hong Kong Cricket Club,7,19/11/2024,5-0,"['3-2', '3-0', '3-0', '3-0', '3-2']",5,0,15,4,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers
Sha Tin 5,Global Squash 2,Cornwall Street Squash Centre,7,19/11/2024,3-2,"['0-3', '3-1', '2-3', '3-0', '3-1']",3,2,11,8,Global Squash 2,Sha Tin 5,Global Squash 2,Sha Tin 5,Sha Tin 5
Invader Squash,Sha Tin 5,Harbour Road Sports Centre,8,26/11/2024,1-4,"['0-3', '0-3', '3-1', '0-3', '0-3']",1,4,3,13,Sha Tin 5,Sha Tin 5,Invader Squash,Sha Tin 5,Sha Tin 5
HKCC Tuesday Night Rockers,7NT,Hong Kong Cricket Club,8,26/11/2024,5-0,"['3-2', '3-1', '3-0', '3-0', '3-0']",5,0,15,3,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers
i-Mask Advance Squash Club 4,BOSS,Cornwall Street Squash Centre,8,26/11/2024,2-3,"['3-0', '0-3', '0-3', '3-0', '0-3']",2,3,6,9,i-Mask Advance Squash Club 4,BOSS,BOSS,i-Mask Advance Squash Club 4,BOSS
Kinetic 3,Tuen Mun Squash Club,HK Squash Centre,8,26/11/2024,3-2,"['1-3', '3-0', '3-0', '3-0', '1-3']",3,2,11,6,Tuen Mun Squash Club,Kinetic 3,Kinetic 3,Kinetic 3,Tuen Mun Squash Club
The Squash Club 3,Star River 1,Cornwall Street Squash Centre,8,26/11/2024,1-4,"['2-3', '0-3', '1-3', '3-0', '0-3']",1,4,6,12,Star River 1,Star River 1,Star River 1,The Squash Club 3,Star River 1
7NT,Global Squash 2,Cornwall Street Squash Centre,9,17/12/2024,2-3,"['0-3', '0-3', '3-0', '3-1', '0-3']",2,3,6,10,Global Squash 2,Global Squash 2,7NT,7NT,Global Squash 2
i-Mask Advance Squash Club 4,Sha Tin 5,Cornwall Street Squash Centre,9,17/12/2024,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15,Sha Tin 5,Sha Tin 5,Sha Tin 5,Sha Tin 5,Sha Tin 5
Kinetic 3,HKCC Tuesday Night Rockers,HK Squash Centre,9,17/12/2024,2-3,"['1-3', '0-3', '3-0', '0-3', '3-0']",2,3,7,9,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,Kinetic 3,HKCC Tuesday Night Rockers,Kinetic 3
The Squash Club 3,BOSS,Cornwall Street Squash Centre,9,17/12/2024,4-1,"['3-0', '3-2', '3-1', '3-0', '0-3']",4,1,12,6,The Squash Club 3,The Squash Club 3,The Squash Club 3,The Squash Club 3,BOSS
Star River 1,Tuen Mun Squash Club,Cornwall Street Squash Centre,9,17/12/2024,1-4,"['2-3', '3-2', '0-3', '0-3', '1-3']",1,4,6,14,Tuen Mun Squash Club,Star River 1,Tuen Mun Squash Club,Tuen Mun Squash Club,Tuen Mun Squash Club
BOSS,Star River 1,Cornwall Street Squash Centre,10,07/01/2025,1-4,"['0-3', '2-3', '2-3', '3-0', '2-3']",1,4,9,12,Star River 1,Star River 1,Star River 1,BOSS,Star River 1
HKCC Tuesday Night Rockers,The Squash Club 3,Hong Kong Cricket Club,10,07/01/2025,2-3,"['2-3', '0-3', '3-0', '0-3', '3-1']",2,3,8,10,The Squash Club 3,The Squash Club 3,HKCC Tuesday Night Rockers,The Squash Club 3,HKCC Tuesday Night Rockers
Sha Tin 5,Kinetic 3,Cornwall Street Squash Centre,10,07/01/2025,3-2,"['3-0', '3-0', '1-3', '2-3', '3-0']",3,2,12,6,Sha Tin 5,Sha Tin 5,Kinetic 3,Kinetic 3,Sha Tin 5
Global Squash 2,i-Mask Advance Squash Club 4,Harbour Road Sports Centre,10,07/01/2025,2-3,"['3-0', '3-0', '0-3', '0-3', '1-3']",2,3,7,9,Global Squash 2,Global Squash 2,i-Mask Advance Squash Club 4,i-Mask Advance Squash Club 4,i-Mask Advance Squash Club 4
Invader Squash,7NT,HK Squash Centre,10,07/01/2025,2-3,"['3-0', '0-3', '0-3', '3-1', '1-3']",2,3,7,10,Invader Squash,7NT,7NT,Invader Squash,7NT
Invader Squash,i-Mask Advance Squash Club 4,Harbour Road Sports Centre,11,14/01/2025,1-4,"['0-3', '2-3', '3-2', '2-3', '0-3']",1,4,7,14,i-Mask Advance Squash Club 4,i-Mask Advance Squash Club 4,Invader Squash,i-Mask Advance Squash Club 4,i-Mask Advance Squash Club 4
Global Squash 2,Kinetic 3,HK Squash Centre,11,14/01/2025,1-4,"['3-0', '1-3', '1-3', '0-3', '0-3']",1,4,5,12,Global Squash 2,Kinetic 3,Kinetic 3,Kinetic 3,Kinetic 3
Sha Tin 5,The Squash Club 3,Cornwall Street Squash Centre,11,14/01/2025,3-2,"['3-0', '3-0', '0-3', '0-3', '3-0']",3,2,9,6,Sha Tin 5,Sha Tin 5,The Squash Club 3,The Squash Club 3,Sha Tin 5
HKCC Tuesday Night Rockers,Star River 1,Hong Kong Cricket Club,11,14/01/2025,3-2,"['3-1', '0-3', '3-2', '3-0', '0-3']",3,2,9,9,HKCC Tuesday Night Rockers,Star River 1,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,Star River 1
BOSS,Tuen Mun Squash Club,Cornwall Street Squash Centre,11,14/01/2025,2-3,"['0-3', '3-0', '3-1', '0-3', '0-3']",2,3,6,10,Tuen Mun Squash Club,BOSS,BOSS,Tuen Mun Squash Club,Tuen Mun Squash Club
HKCC Tuesday Night Rockers,Tuen Mun Squash Club,Hong Kong Cricket Club,12,21/01/2025,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3,Tuen Mun Squash Club,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers,HKCC Tuesday Night Rockers
The Squash Club 3,Global Squash 2,Cornwall Street Squash Centre,12,21/01/2025,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6,Global Squash 2,Global Squash 2,The Squash Club 3,The Squash Club 3,The Squash Club 3
i-Mask Advance Squash Club 4,7NT,Cornwall Street Squash Centre,12,21/01/2025,3-2,"['1-3', '2-3', '3-2', '3-0', '3-0']",3,2,12,8,7NT,7NT,i-Mask Advance Squash Club 4,i-Mask Advance Squash Club 4,i-Mask Advance Squash Club 4
