Home Team,Away Team,Venue,Match Week,Date
Hong Kong Football Club L3A,Hong Kong Football Club L3C,Hong Kong Football Club,16,2025-02-28
JESSICA L3,i-Mask Advance Squash Club L3,HK Squash Centre,16,2025-02-28
Hong Kong Football Club L3B,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,16,2025-02-28
Hong Kong Football Club L3B,Hong Kong Football Club L3C,Hong Kong Football Club,17,2025-03-07
Hong Kong Football Club L3A,JESSICA L3,Hong Kong Football Club,17,2025-03-07
i-Mask Advance Squash Club L3,Hong Kong Cricket Club Rockettes,Cornwall Street Squash Centre,17,2025-03-07
Hong Kong Football Club L3C,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,18,2025-03-14
i-Mask Advance Squash Club L3,Hong Kong Football Club L3A,Cornwall Street Squash Centre,18,2025-03-14
JESSICA L3,Hong Kong Football Club L3B,HK Squash Centre,18,2025-03-14
Hong Kong Football Club L3A,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,19,2025-03-21
JESSICA L3,Hong Kong Football Club L3C,HK Squash Centre,19,2025-03-21
i-Mask Advance Squash Club L3,Hong Kong Football Club L3B,Cornwall Street Squash Centre,19,2025-03-21
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3C,Hong Kong Cricket Club,20,2025-03-28
i-Mask Advance Squash Club L3,Hong Kong Football Club L3A,Cornwall Street Squash Centre,20,2025-03-28
JESSICA L3,Hong Kong Football Club L3B,HK Squash Centre,20,2025-03-28
