Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
United Services Recreation Club 2,Kowloon Cricket Club 6A,United Services Recreation Club,5,04/11/2024,5-0,"['3-1', '3-2', '3-2', '3-1', '3-2']",5,0,15,8,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2
Hong Kong Football Club 6A,Social Squash Team,Hong Kong Football Club,5,04/11/2024,3-2,"['1-3', '1-3', '3-0', '3-0', '3-1']",3,2,11,7,Social Squash Team,Social Squash Team,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6A
Hong Kong Football Club 6B,Kowloon Cricket Club 6B,Hong Kong Football Club,6,11/11/2024,1-4,"['0-3', '2-3', '1-3', '3-0', '0-3']",1,4,6,12,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Hong Kong Football Club 6B,Kowloon Cricket Club 6B
United Services Recreation Club 2,Global Squash 1,United Services Recreation Club,6,11/11/2024,4-1,"['3-2', '3-1', '3-2', '3-0', '2-3']",4,1,14,8,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2,Global Squash 1
Hong Kong Football Club 6A,Friend Club 3,Hong Kong Football Club,6,11/11/2024,3-2,"['1-3', '3-1', '3-1', '1-3', '3-0']",3,2,11,8,Friend Club 3,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Friend Club 3,Hong Kong Football Club 6A
Social Squash Team,Hong Kong Football Club 6C,HK Squash Centre,6,11/11/2024,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C
Kowloon Cricket Club 6A,Hong Kong Cricket Club 4,Kowloon Cricket Club,6,11/11/2024,3-2,"['3-1', '1-3', '3-0', '3-0', '0-3']",3,2,10,7,Kowloon Cricket Club 6A,Hong Kong Cricket Club 4,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Hong Kong Cricket Club 4
Hong Kong Cricket Club 4,Hong Kong Football Club 6B,Hong Kong Cricket Club,7,18/11/2024,3-2,"['1-3', '3-0', '3-0', '1-3', '3-0']",3,2,11,6,Hong Kong Football Club 6B,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4,Hong Kong Football Club 6B,Hong Kong Cricket Club 4
Hong Kong Football Club 6C,Kowloon Cricket Club 6A,Hong Kong Football Club,7,18/11/2024,3-2,"['1-3', '1-3', '3-1', '3-0', '3-0']",3,2,11,7,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C
Friend Club 3,Social Squash Team,Cornwall Street Squash Centre,7,18/11/2024,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5,0,15,2,Friend Club 3,Friend Club 3,Friend Club 3,Friend Club 3,Friend Club 3
Global Squash 1,Hong Kong Football Club 6A,HK Squash Centre,7,18/11/2024,2-3,"['0-3', '1-3', '2-3', '3-0', '3-1']",2,3,9,10,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Global Squash 1,Global Squash 1
Kowloon Cricket Club 6B,United Services Recreation Club 2,Kowloon Cricket Club,7,18/11/2024,4-1,"['3-0', '3-0', '3-1', '3-2', '2-3']",4,1,14,6,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,United Services Recreation Club 2
United Services Recreation Club 2,Hong Kong Football Club 6B,United Services Recreation Club,8,25/11/2024,1-4,"['1-3', '1-3', '2-3', '3-0', '0-3']",1,4,7,12,Hong Kong Football Club 6B,Hong Kong Football Club 6B,Hong Kong Football Club 6B,United Services Recreation Club 2,Hong Kong Football Club 6B
Hong Kong Football Club 6A,Kowloon Cricket Club 6B,Hong Kong Football Club,8,25/11/2024,1-4,"['0-3', '1-3', '0-3', '3-1', '0-3']",1,4,4,13,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Hong Kong Football Club 6A,Kowloon Cricket Club 6B
Social Squash Team,Global Squash 1,HK Squash Centre,8,25/11/2024,2-3,"['1-3', '3-0', '3-0', '0-3', '0-3']",2,3,7,9,Global Squash 1,Social Squash Team,Social Squash Team,Global Squash 1,Global Squash 1
Kowloon Cricket Club 6A,Friend Club 3,Kowloon Cricket Club,8,25/11/2024,3-2,"['3-0', '3-0', '2-3', '3-2', '1-3']",3,2,12,8,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Friend Club 3,Kowloon Cricket Club 6A,Friend Club 3
Hong Kong Cricket Club 4,Hong Kong Football Club 6C,Hong Kong Cricket Club,8,25/11/2024,3-2,"['3-1', '0-3', '2-3', '3-0', '3-0']",3,2,11,7,Hong Kong Cricket Club 4,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4
United Services Recreation Club 2,Social Squash Team,United Services Recreation Club,9,16/12/2024,5-0,"['3-1', '3-2', '3-0', '3-1', '3-0']",5,0,15,4,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2
Global Squash 1,Hong Kong Cricket Club 4,HK Squash Centre,9,16/12/2024,4-1,"['3-2', '3-1', '0-3', '3-0', '3-1']",4,1,12,7,Global Squash 1,Global Squash 1,Hong Kong Cricket Club 4,Global Squash 1,Global Squash 1
Friend Club 3,Hong Kong Football Club 6C,Cornwall Street Squash Centre,9,16/12/2024,1-4,"['1-3', '2-3', '3-1', '0-3', '0-3']",1,4,6,13,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Friend Club 3,Hong Kong Football Club 6C,Hong Kong Football Club 6C
Hong Kong Football Club 6B,Hong Kong Football Club 6A,HK Squash Centre,9,16/12/2024,1-4,"['3-2', '0-3', '0-3', '0-3', '2-3']",1,4,5,14,Hong Kong Football Club 6B,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6A
Kowloon Cricket Club 6B,Kowloon Cricket Club 6A,Kowloon Cricket Club,9,16/12/2024,3-2,"['3-0', '3-0', '1-3', '1-3', '3-2']",3,2,11,8,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Kowloon Cricket Club 6B
Hong Kong Football Club 6B,Kowloon Cricket Club 6A,Hong Kong Football Club,10,06/01/2025,3-2,"['0-3', '3-0', '0-3', '3-1', '3-1']",3,2,9,8,Kowloon Cricket Club 6A,Hong Kong Football Club 6B,Kowloon Cricket Club 6A,Hong Kong Football Club 6B,Hong Kong Football Club 6B
Social Squash Team,Hong Kong Cricket Club 4,HK Squash Centre,10,06/01/2025,2-3,"['3-1', '3-2', '0-3', '2-3', '0-3']",2,3,8,12,Social Squash Team,Social Squash Team,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4
Friend Club 3,United Services Recreation Club 2,Cornwall Street Squash Centre,10,06/01/2025,2-3,"['0-3', '3-2', '1-3', '3-1', '1-3']",2,3,8,12,United Services Recreation Club 2,Friend Club 3,United Services Recreation Club 2,Friend Club 3,United Services Recreation Club 2
Kowloon Cricket Club 6B,Global Squash 1,Kowloon Cricket Club,10,06/01/2025,4-1,"['3-1', '0-3', '3-0', '3-0', '3-2']",4,1,12,6,Kowloon Cricket Club 6B,Global Squash 1,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B
Hong Kong Football Club 6A,Hong Kong Football Club 6C,Hong Kong Football Club,10,06/01/2025,1-4,"['0-3', '3-2', '0-3', '0-3', '1-3']",1,4,4,14,Hong Kong Football Club 6C,Hong Kong Football Club 6A,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C
Hong Kong Cricket Club 4,Friend Club 3,Hong Kong Cricket Club,11,13/01/2025,3-2,"['3-1', '3-0', '1-3', '3-0', '1-3']",3,2,11,7,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4,Friend Club 3,Hong Kong Cricket Club 4,Friend Club 3
Kowloon Cricket Club 6A,Global Squash 1,Kowloon Cricket Club,11,13/01/2025,2-3,"['3-1', '1-3', '3-2', '0-3', '0-3']",2,3,7,12,Kowloon Cricket Club 6A,Global Squash 1,Kowloon Cricket Club 6A,Global Squash 1,Global Squash 1
Social Squash Team,Kowloon Cricket Club 6B,HK Squash Centre,11,13/01/2025,2-3,"['3-0', '0-3', '1-3', '1-3', '3-2']",2,3,8,11,Social Squash Team,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Social Squash Team
United Services Recreation Club 2,Hong Kong Football Club 6A,United Services Recreation Club,11,13/01/2025,3-2,"['3-0', '3-0', '3-1', '0-3', '1-3']",3,2,10,7,United Services Recreation Club 2,United Services Recreation Club 2,United Services Recreation Club 2,Hong Kong Football Club 6A,Hong Kong Football Club 6A
Hong Kong Football Club 6B,Hong Kong Football Club 6C,Hong Kong Football Club,11,13/01/2025,3-2,"['3-0', '3-1', '3-2', '1-3', '0-3']",3,2,10,9,Hong Kong Football Club 6B,Hong Kong Football Club 6B,Hong Kong Football Club 6B,Hong Kong Football Club 6C,Hong Kong Football Club 6C
Global Squash 1,Hong Kong Football Club 6B,HK Squash Centre,12,20/01/2025,3-2,"['3-1', '3-0', '3-0', '1-3', '0-3']",3,2,10,7,Global Squash 1,Global Squash 1,Global Squash 1,Hong Kong Football Club 6B,Hong Kong Football Club 6B
Friend Club 3,Kowloon Cricket Club 6B,Cornwall Street Squash Centre,12,20/01/2025,0-5,"['2-3', '1-3', '0-3', '0-3', '0-3']",0,5,3,15,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B
Hong Kong Football Club 6C,United Services Recreation Club 2,Hong Kong Football Club,12,20/01/2025,3-2,"['0-3', '3-1', '3-0', '2-3', '3-0']",3,2,11,7,United Services Recreation Club 2,Hong Kong Football Club 6C,Hong Kong Football Club 6C,United Services Recreation Club 2,Hong Kong Football Club 6C
Hong Kong Cricket Club 4,Hong Kong Football Club 6A,Hong Kong Cricket Club,12,20/01/2025,4-1,"['0-3', '3-0', '3-1', '3-2', '3-1']",4,1,12,7,Hong Kong Football Club 6A,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4
Kowloon Cricket Club 6A,Social Squash Team,Kowloon Cricket Club,12,20/01/2025,4-1,"['3-1', '3-1', '3-0', '3-1', '2-3']",4,1,14,6,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Social Squash Team
Friend Club 3,Hong Kong Football Club 6B,Cornwall Street Squash Centre,13,10/02/2025,0-5,"['2-3', '0-3', '2-3', '2-3', 'CR']",0,5,6,15,Hong Kong Football Club 6B,Hong Kong Football Club 6B,Hong Kong Football Club 6B,Hong Kong Football Club 6B,
Hong Kong Football Club 6C,Global Squash 1,Hong Kong Football Club,13,10/02/2025,4-1,"['0-3', '3-0', '3-1', '3-2', '3-1']",4,1,12,7,Global Squash 1,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C
Hong Kong Cricket Club 4,Kowloon Cricket Club 6B,Hong Kong Cricket Club,13,10/02/2025,2-3,"['0-3', '0-3', '3-2', '3-0', '1-3']",2,3,7,11,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4,Kowloon Cricket Club 6B
Kowloon Cricket Club 6A,United Services Recreation Club 2,Kowloon Cricket Club,13,10/02/2025,4-1,"['3-0', '3-2', '3-1', '3-1', '2-3']",4,1,14,7,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,United Services Recreation Club 2
Social Squash Team,Hong Kong Football Club 6A,Cornwall Street Squash Centre,13,10/02/2025,1-4,"['2-3', '3-1', '0-3', '2-3', '1-3']",1,4,8,13,Hong Kong Football Club 6A,Social Squash Team,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6A
Kowloon Cricket Club 6B,Hong Kong Football Club 6B,Kowloon Cricket Club,14,17/02/2025,4-1,"['3-0', '1-3', '3-1', '3-0', '3-1']",4,1,13,5,Kowloon Cricket Club 6B,Hong Kong Football Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B
Global Squash 1,United Services Recreation Club 2,HK Squash Centre,14,17/02/2025,1-4,"['1-3', '0-3', '3-1', '2-3', '2-3']",1,4,8,13,United Services Recreation Club 2,United Services Recreation Club 2,Global Squash 1,United Services Recreation Club 2,United Services Recreation Club 2
Friend Club 3,Hong Kong Football Club 6A,Cornwall Street Squash Centre,14,17/02/2025,1-4,"['0-3', '2-3', '1-3', '0-3', '3-0']",1,4,6,12,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Friend Club 3
Hong Kong Football Club 6C,Social Squash Team,Hong Kong Football Club,14,17/02/2025,4-1,"['1-3', '3-1', '3-0', '3-0', '3-0']",4,1,13,4,Social Squash Team,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C
Hong Kong Cricket Club 4,Kowloon Cricket Club 6A,Hong Kong Cricket Club,14,17/02/2025,2-3,"['2-3', '3-1', '3-1', '1-3', '1-3']",2,3,10,11,Kowloon Cricket Club 6A,Hong Kong Cricket Club 4,Hong Kong Cricket Club 4,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A
Hong Kong Football Club 6B,Hong Kong Cricket Club 4,Hong Kong Football Club,15,24/02/2025,3-2,"['3-1', '2-3', '3-0', '0-3', '3-0']",3,2,11,7,Hong Kong Football Club 6B,Hong Kong Cricket Club 4,Hong Kong Football Club 6B,Hong Kong Cricket Club 4,Hong Kong Football Club 6B
Kowloon Cricket Club 6A,Hong Kong Football Club 6C,Kowloon Cricket Club,15,24/02/2025,4-1,"['3-0', '3-0', '1-3', '3-1', '3-1']",4,1,13,5,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Hong Kong Football Club 6C,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A
Social Squash Team,Friend Club 3,HK Squash Centre,15,24/02/2025,4-1,"['3-0', '3-1', '3-2', '3-1', '2-3']",4,1,14,7,Social Squash Team,Social Squash Team,Social Squash Team,Social Squash Team,Friend Club 3
United Services Recreation Club 2,Kowloon Cricket Club 6B,United Services Recreation Club,15,24/02/2025,2-3,"['0-3', '3-1', '0-3', '3-0', '1-3']",2,3,7,10,Kowloon Cricket Club 6B,United Services Recreation Club 2,Kowloon Cricket Club 6B,United Services Recreation Club 2,Kowloon Cricket Club 6B
