Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Electrify Squash Div 15,Squashathon MeGa,Cornwall Street Squash Centre,6,30/11/2024,5-0,"['3-0', '3-1', '3-0', '3-2', 'CR']",5,0,15,3,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,
Fusion Squash Club 3,Serve - Ivors,Cornwall Street Squash Centre,6,30/11/2024,3-2,"['0-3', '1-3', '3-0', 'CR', 'CR']",3,2,10,6,Serve - Ivors,Serve - Ivors,Fusion Squash Club 3,,
TNG 3,Squash-On,Cornwall Street Squash Centre,6,30/11/2024,3-2,"['0-3', '3-0', '3-1', '1-3', '3-0']",3,2,10,7,Squash-On,TNG 3,TNG 3,Squash-On,TNG 3
RELAY 2,i-Mask Advance Squash Club 6,Sir Denys Roberts Squash Court,6,30/11/2024,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,,,,,
Electrify Squash Div 15,Fusion Squash Club 3,HK Squash Centre,7,04/01/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15
Squashathon MeGa,TNG 3,HK Squash Centre,7,04/01/2025,4-1,"['3-0', '3-2', '0-3', '3-2', '3-2']",4,1,12,9,Squashathon MeGa,Squashathon MeGa,TNG 3,Squashathon MeGa,Squashathon MeGa
Serve - Ivors,RELAY 2,HK Squash Centre,7,04/01/2025,2-3,"['3-0', '1-3', '3-0', '0-3', '0-3']",2,3,7,9,Serve - Ivors,RELAY 2,Serve - Ivors,RELAY 2,RELAY 2
Squash-On,i-Mask Advance Squash Club 6,HK Squash Centre,7,04/01/2025,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0,Squash-On,Squash-On,Squash-On,,
Squash-On,Electrify Squash Div 15,HK Squash Centre,8,11/01/2025,1-4,"['1-3', '0-3', '1-3', '3-0', '2-3']",1,4,7,12,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Squash-On,Electrify Squash Div 15
i-Mask Advance Squash Club 6,Serve - Ivors,Cornwall Street Squash Centre,8,11/01/2025,3-2,"['2-3', '2-3', '3-0', 'CR', 'CR']",3,2,13,6,Serve - Ivors,Serve - Ivors,i-Mask Advance Squash Club 6,,
RELAY 2,Squashathon MeGa,Sir Denys Roberts Squash Court,8,11/01/2025,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1,RELAY 2,RELAY 2,RELAY 2,RELAY 2,RELAY 2
TNG 3,Fusion Squash Club 3,Cornwall Street Squash Centre,8,11/01/2025,3-2,"['0-3', '3-0', '3-2', '3-0', 'CR']",3,2,12,5,Fusion Squash Club 3,TNG 3,TNG 3,TNG 3,
Electrify Squash Div 15,TNG 3,HK Squash Centre,9,18/01/2025,2-3,"['3-0', '3-0', '1-3', '1-3', '0-3']",2,3,8,9,Electrify Squash Div 15,Electrify Squash Div 15,TNG 3,TNG 3,TNG 3
Fusion Squash Club 3,RELAY 2,HK Squash Centre,9,18/01/2025,1-4,"['2-3', '0-3', '0-3', '3-1', '0-3']",1,4,5,13,RELAY 2,RELAY 2,RELAY 2,Fusion Squash Club 3,RELAY 2
Squashathon MeGa,i-Mask Advance Squash Club 6,HK Squash Centre,9,18/01/2025,1-4,"['3-0', '0-3', '0-3', 'CR', 'CR']",1,4,3,12,Squashathon MeGa,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,,
Serve - Ivors,Squash-On,HK Squash Centre,9,18/01/2025,0-4,"['1-3', '2-3', '0-3', 'WO']",0,4,3,12,Squash-On,Squash-On,Squash-On,,
Serve - Ivors,Electrify Squash Div 15,HK Squash Centre,10,25/01/2025,0-5,"['0-3', '0-3', 'CR', 'CR', 'CR']",0,5,0,15,Electrify Squash Div 15,Electrify Squash Div 15,,,
Squash-On,Squashathon MeGa,HK Squash Centre,10,25/01/2025,1-4,"['3-1', '0-3', '1-3', '0-3', '0-3']",1,4,4,13,Squash-On,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa
i-Mask Advance Squash Club 6,Fusion Squash Club 3,Cornwall Street Squash Centre,10,25/01/2025,0-5,"['0-3', '0-3', '1-3', '0-3', 'CR']",0,5,1,15,Fusion Squash Club 3,Fusion Squash Club 3,Fusion Squash Club 3,Fusion Squash Club 3,
RELAY 2,TNG 3,Sir Denys Roberts Squash Court,10,25/01/2025,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1,RELAY 2,RELAY 2,RELAY 2,RELAY 2,RELAY 2
Electrify Squash Div 15,RELAY 2,HK Squash Centre,11,08/02/2025,4-1,"['3-1', '3-0', '3-0', '3-1', '0-3']",4,1,12,5,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,RELAY 2
TNG 3,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,11,08/02/2025,2-3,"['0-3', '3-1', '0-3', '0-3', '3-1']",2,3,6,11,i-Mask Advance Squash Club 6,TNG 3,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,TNG 3
Fusion Squash Club 3,Squash-On,HK Squash Centre,11,08/02/2025,1-4,"['0-3', '1-3', '0-3', '0-3', 'CR']",1,4,1,15,Squash-On,Squash-On,Squash-On,Squash-On,
Squashathon MeGa,Serve - Ivors,HK Squash Centre,11,08/02/2025,1-1,"['0-3', '3-1']",1,1,3,4,Serve - Ivors,Squashathon MeGa,,,
Squashathon MeGa,Electrify Squash Div 15,Java Road Sports Centre,12,15/02/2025,1-4,"['0-3', '0-3', '3-1', '0-3', 'CR']",1,4,3,13,Electrify Squash Div 15,Electrify Squash Div 15,Squashathon MeGa,Electrify Squash Div 15,
Serve - Ivors,Fusion Squash Club 3,Cornwall Street Squash Centre,12,15/02/2025,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,,,,,
Squash-On,TNG 3,Cornwall Street Squash Centre,12,15/02/2025,4-1,"['3-0', '3-0', '3-0', '3-0', 'CR']",4,1,15,0,Squash-On,Squash-On,Squash-On,Squash-On,
RELAY 2,i-Mask Advance Squash Club 6,Sir Denys Roberts Squash Court,12,15/02/2025,3-2,"['3-2', '0-3', '1-3', '3-0', 'CR']",3,2,10,8,RELAY 2,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,RELAY 2,
Electrify Squash Div 15,i-Mask Advance Squash Club 6,HK Squash Centre,13,22/02/2025,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,,
RELAY 2,Squash-On,Sir Denys Roberts Squash Court,13,22/02/2025,2-3,"['0-3', '2-3', '2-3', '3-0', 'CR']",2,3,7,12,Squash-On,Squash-On,Squash-On,RELAY 2,
TNG 3,Serve - Ivors,Cornwall Street Squash Centre,13,22/02/2025,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0,,,,,
Fusion Squash Club 3,Squashathon MeGa,HK Squash Centre,13,22/02/2025,0-5,"['0-3', '0-3', '0-3', '1-3', '0-3']",0,5,1,15,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa
Fusion Squash Club 3,Electrify Squash Div 15,HK Squash Centre,14,01/03/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15
TNG 3,Squashathon MeGa,Cornwall Street Squash Centre,14,01/03/2025,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3,Squashathon MeGa,TNG 3,TNG 3,TNG 3,TNG 3
RELAY 2,Serve - Ivors,Sir Denys Roberts Squash Court,14,01/03/2025,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,,,,,
i-Mask Advance Squash Club 6,Squash-On,Cornwall Street Squash Centre,14,01/03/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15,Squash-On,Squash-On,Squash-On,Squash-On,Squash-On
Electrify Squash Div 15,Squash-On,HK Squash Centre,15,08/03/2025,3-2,"['1-3', '3-0', '3-1', '3-2', '1-3']",3,2,11,9,Squash-On,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Squash-On
Serve - Ivors,i-Mask Advance Squash Club 6,HK Squash Centre,15,08/03/2025,0-5,"['WO', 'WO', 'WO', 'WO', 'WO']",0,5,0,15,,,,,
Squashathon MeGa,RELAY 2,HK Squash Centre,15,08/03/2025,2-3,"['3-0', '0-3', '2-3', '3-2', '0-3']",2,3,8,11,Squashathon MeGa,RELAY 2,RELAY 2,Squashathon MeGa,RELAY 2
Fusion Squash Club 3,TNG 3,HK Squash Centre,15,08/03/2025,4-1,"['3-0', '0-3', '3-0', 'CR', 'CR']",4,1,12,3,Fusion Squash Club 3,TNG 3,Fusion Squash Club 3,,
TNG 3,Electrify Squash Div 15,Cornwall Street Squash Centre,16,15/03/2025,1-4,"['0-3', '0-3', '0-3', '0-3', '3-1']",1,4,3,13,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,TNG 3
RELAY 2,Fusion Squash Club 3,Sir Denys Roberts Squash Court,16,15/03/2025,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1,RELAY 2,RELAY 2,RELAY 2,RELAY 2,RELAY 2
i-Mask Advance Squash Club 6,Squashathon MeGa,Cornwall Street Squash Centre,16,15/03/2025,4-1,"['3-0', '3-0', '1-3', '3-0', '3-0']",4,1,13,3,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,Squashathon MeGa,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6
Squash-On,Serve - Ivors,HK Squash Centre,16,15/03/2025,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,,,,,
Electrify Squash Div 15,Serve - Ivors,HK Squash Centre,17,22/03/2025,5-0,"['3-0', '3-0', 'CR', 'CR', 'CR']",5,0,15,0,Electrify Squash Div 15,Electrify Squash Div 15,,,
Squashathon MeGa,Squash-On,HK Squash Centre,17,22/03/2025,4-1,"['2-3', '3-1', '3-0', '3-0', '3-0']",4,1,14,4,Squash-On,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa
Fusion Squash Club 3,i-Mask Advance Squash Club 6,HK Squash Centre,17,22/03/2025,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12,Fusion Squash Club 3,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6
TNG 3,RELAY 2,Cornwall Street Squash Centre,17,22/03/2025,0-5,"['1-3', '2-3', '1-3', '0-3', 'CR']",0,5,4,15,RELAY 2,RELAY 2,RELAY 2,RELAY 2,
RELAY 2,Electrify Squash Div 15,Sir Denys Roberts Squash Court,18,29/03/2025,2-3,"['0-3', '0-3', '0-3', '3-0', 'CR']",2,3,3,12,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,RELAY 2,
i-Mask Advance Squash Club 6,TNG 3,Cornwall Street Squash Centre,18,29/03/2025,1-4,"['3-0', '0-3', '0-3', '1-3', 'CR']",1,4,4,12,i-Mask Advance Squash Club 6,TNG 3,TNG 3,TNG 3,
Squash-On,Fusion Squash Club 3,HK Squash Centre,18,29/03/2025,3-2,"['3-1', '3-1', '3-0', '0-3', '1-3']",3,2,10,8,Squash-On,Squash-On,Squash-On,Fusion Squash Club 3,Fusion Squash Club 3
Serve - Ivors,Squashathon MeGa,HK Squash Centre,18,29/03/2025,0-5,"['WO', 'WO', 'WO', 'WO', 'WO']",0,5,0,15,,,,,
Electrify Squash Div 15,Squashathon MeGa,HK Squash Centre,19,05/04/2025,5-0,"['3-1', '3-0', '3-1', '3-0', 'CR']",5,0,15,2,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,
Fusion Squash Club 3,Serve - Ivors,HK Squash Centre,19,05/04/2025,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0,,,,,
TNG 3,Squash-On,HK Squash Centre,19,05/04/2025,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,,,,,
i-Mask Advance Squash Club 6,RELAY 2,HK Squash Centre,19,05/04/2025,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,,,,,
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,20,12/04/2025,0-5,"['0-3', '0-3', '0-3', '0-3', 'CR']",0,5,0,15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,
Squash-On,RELAY 2,HK Squash Centre,20,12/04/2025,3-2,"['3-0', '3-0', '3-1', '2-3', '0-3']",3,2,11,7,Squash-On,Squash-On,Squash-On,RELAY 2,RELAY 2
Serve - Ivors,TNG 3,HK Squash Centre,20,12/04/2025,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,,,,,
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,20,12/04/2025,5-0,"['3-1', '3-0', '3-0', 'CR', 'CR']",5,0,15,1,Squashathon MeGa,Squashathon MeGa,Squashathon MeGa,,
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,21,26/04/2025,1-4,"['0-3', '0-3', '0-3', '1-3', 'CR']",1,4,1,15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,
Squash-On,RELAY 2,HK Squash Centre,21,26/04/2025,4-1,"['3-0', '3-0', '3-1', '0-3', '3-0']",4,1,12,4,Squash-On,Squash-On,Squash-On,RELAY 2,Squash-On
Serve - Ivors,TNG 3,HK Squash Centre,21,26/04/2025,0-5,"['WO', 'WO', 'WO', 'WO', 'WO']",0,5,0,15,,,,,
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,21,26/04/2025,2-3,"['3-0', '3-0', '0-3', 'CR', 'CR']",2,3,6,9,Squashathon MeGa,Squashathon MeGa,Fusion Squash Club 3,,
